               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  77,             0.02535,           0.0089014,           0.0012507,             0.93208,             0.79421,             0.88435,             0.52048,            0.016337,           0.0043831,           0.0018782,           0.0098723,           0.0098723,           0.0098723
                  78,             0.02454,           0.0087919,           0.0013173,             0.83898,             0.82314,             0.86686,             0.50513,            0.016834,           0.0046275,           0.0012374,            0.009869,            0.009869,            0.009869
                  79,            0.025535,           0.0085861,           0.0012834,             0.88719,             0.83437,             0.86462,             0.51424,            0.016132,           0.0045098,           0.0013606,           0.0098656,           0.0098656,           0.0098656
                  80,            0.024744,           0.0087698,           0.0012073,             0.90656,             0.80013,             0.84709,             0.52334,            0.016203,           0.0047011,           0.0009556,           0.0098621,           0.0098621,           0.0098621
                  81,            0.024416,           0.0082815,           0.0011432,               0.908,             0.83549,             0.86932,             0.50612,            0.016911,           0.0046332,          0.00070135,           0.0098586,           0.0098586,           0.0098586
                  82,            0.024273,           0.0086251,           0.0011686,             0.90526,             0.76312,             0.86446,             0.52549,            0.015658,           0.0047049,          0.00058042,           0.0098551,           0.0098551,           0.0098551
                  83,            0.024279,           0.0083546,          0.00072814,             0.89626,             0.85675,             0.87679,             0.52625,            0.015989,           0.0043514,          0.00075098,           0.0098515,           0.0098515,           0.0098515
                  84,            0.023889,           0.0080044,           0.0011397,             0.79686,             0.75694,             0.80278,             0.49845,            0.016064,           0.0050839,           0.0018554,           0.0098479,           0.0098479,           0.0098479
                  85,            0.023839,           0.0080791,          0.00083864,              0.8864,             0.85938,             0.89206,             0.55592,             0.01539,           0.0044954,            0.001026,           0.0098442,           0.0098442,           0.0098442
                  86,            0.023763,             0.00823,          0.00098852,             0.86548,             0.85481,             0.89279,             0.55339,            0.015724,           0.0042785,           0.0006883,           0.0098405,           0.0098405,           0.0098405
                  87,            0.023637,           0.0082535,           0.0010371,             0.89759,             0.81543,             0.86201,             0.53221,            0.016978,           0.0045865,           0.0018655,           0.0098368,           0.0098368,           0.0098368
                  88,            0.023903,           0.0080802,          0.00088719,             0.90613,              0.7996,             0.86946,             0.53195,            0.016098,            0.004711,          0.00073229,            0.009833,            0.009833,            0.009833
                  89,            0.024105,           0.0078495,          0.00082319,             0.87291,              0.8478,             0.86383,             0.55186,            0.015858,           0.0044693,          0.00070078,           0.0098291,           0.0098291,           0.0098291
                  90,            0.023654,           0.0079565,           0.0012891,             0.81548,             0.79251,             0.79728,             0.49976,            0.016346,           0.0048806,           0.0011032,           0.0098252,           0.0098252,           0.0098252
                  91,            0.023393,           0.0082589,          0.00074932,             0.85628,             0.84124,             0.86488,             0.54188,            0.016116,           0.0044145,          0.00062873,           0.0098213,           0.0098213,           0.0098213
                  92,            0.023521,           0.0080362,           0.0010792,             0.91296,             0.78534,              0.8714,             0.55725,            0.016091,           0.0047258,          0.00094769,           0.0098174,           0.0098174,           0.0098174
                  93,            0.023897,           0.0078525,          0.00080919,             0.90131,             0.87006,             0.90291,             0.55222,            0.016591,           0.0045828,          0.00060725,           0.0098133,           0.0098133,           0.0098133
                  94,            0.023752,           0.0081165,           0.0012384,             0.91253,             0.80645,             0.87039,             0.57616,            0.015613,           0.0045988,          0.00093252,           0.0098093,           0.0098093,           0.0098093
                  95,            0.024055,           0.0081062,          0.00090267,              0.8959,             0.82382,             0.88808,             0.54799,            0.016037,           0.0043398,          0.00058144,           0.0098052,           0.0098052,           0.0098052
                  96,            0.023465,           0.0083334,           0.0010652,             0.83999,             0.85073,             0.87296,             0.53304,            0.016379,           0.0045389,           0.0011096,           0.0098011,           0.0098011,           0.0098011
                  97,            0.023921,           0.0083281,           0.0014632,             0.94593,             0.73688,             0.84754,             0.50487,            0.017212,           0.0049386,           0.0012568,           0.0097969,           0.0097969,           0.0097969
                  98,             0.02409,           0.0085518,           0.0012476,             0.90317,             0.79713,              0.8822,             0.53929,            0.017015,           0.0046099,          0.00080604,           0.0097927,           0.0097927,           0.0097927
                  99,            0.023237,            0.008277,           0.0011451,             0.86081,             0.84088,             0.85975,             0.54315,            0.015818,           0.0048253,          0.00066346,           0.0097884,           0.0097884,           0.0097884
                 100,            0.022854,             0.00833,          0.00083134,             0.88985,             0.78632,             0.85354,             0.53962,            0.016152,           0.0048959,           0.0012874,           0.0097841,           0.0097841,           0.0097841
                 101,            0.022302,           0.0078975,          0.00091464,             0.88353,             0.85478,             0.88115,              0.5472,             0.01586,           0.0046618,          0.00077654,           0.0097798,           0.0097798,           0.0097798
                 102,            0.023024,           0.0080255,          0.00094146,             0.87375,             0.82309,             0.86331,             0.53836,            0.015696,           0.0047793,            0.001156,           0.0097754,           0.0097754,           0.0097754
                 103,            0.022879,           0.0078637,          0.00085749,             0.92257,             0.80509,             0.86482,             0.51931,            0.016929,           0.0051505,           0.0017668,           0.0097709,           0.0097709,           0.0097709
                 104,            0.022609,            0.008044,           0.0010274,             0.90357,             0.82456,             0.85823,              0.5307,            0.016074,           0.0049143,            0.001792,           0.0097665,           0.0097665,           0.0097665
                 105,            0.022531,           0.0080576,          0.00088191,             0.96334,             0.83424,             0.87156,             0.53789,            0.015882,           0.0045192,           0.0015148,           0.0097619,           0.0097619,           0.0097619
                 106,            0.022616,            0.007953,          0.00078021,             0.87493,             0.82704,             0.85567,             0.52531,            0.016286,           0.0048651,           0.0011628,           0.0097574,           0.0097574,           0.0097574
                 107,            0.022731,           0.0076051,          0.00096229,             0.96264,             0.82982,             0.89068,             0.54427,            0.016356,           0.0046348,          0.00093652,           0.0097528,           0.0097528,           0.0097528
                 108,            0.022166,           0.0078182,           0.0010426,             0.90421,             0.79884,             0.84798,             0.54326,             0.01568,           0.0047452,           0.0010166,           0.0097481,           0.0097481,           0.0097481
                 109,            0.021935,            0.007841,          0.00096972,             0.90606,             0.81696,             0.86566,             0.54327,            0.016141,           0.0045289,           0.0012558,           0.0097435,           0.0097435,           0.0097435
                 110,             0.02208,           0.0076504,          0.00088614,             0.93001,              0.7927,             0.85316,             0.54319,             0.01603,           0.0049536,           0.0018603,           0.0097387,           0.0097387,           0.0097387
                 111,            0.022392,            0.007798,          0.00076683,             0.92706,             0.78496,             0.84364,             0.54719,            0.015735,           0.0051725,            0.001831,            0.009734,            0.009734,            0.009734
                 112,            0.021528,           0.0079192,          0.00089304,             0.91079,             0.79134,             0.85785,             0.54889,            0.015639,           0.0047649,          0.00098276,           0.0097292,           0.0097292,           0.0097292
                 113,            0.022032,           0.0078402,           0.0010668,             0.90027,             0.80896,             0.85139,             0.55097,            0.016465,           0.0046313,           0.0006932,           0.0097243,           0.0097243,           0.0097243
                 114,            0.021918,           0.0077613,          0.00078754,             0.89315,              0.8199,             0.84264,             0.54344,            0.015549,           0.0049364,          0.00086877,           0.0097194,           0.0097194,           0.0097194
                 115,            0.021481,           0.0074486,           0.0010044,             0.91186,             0.82807,             0.86528,             0.54651,            0.015717,           0.0049536,           0.0012942,           0.0097145,           0.0097145,           0.0097145
                 116,            0.022597,           0.0081912,          0.00099785,             0.89821,             0.84114,             0.85441,             0.53141,            0.016206,           0.0050263,           0.0013087,           0.0097095,           0.0097095,           0.0097095
                 117,            0.022901,           0.0079257,          0.00098768,             0.92198,             0.80305,             0.84736,             0.52321,            0.016256,           0.0046328,           0.0013385,           0.0097045,           0.0097045,           0.0097045
                 118,            0.022289,           0.0076426,          0.00076488,             0.88577,             0.85207,             0.87038,             0.52021,            0.015937,           0.0047674,          0.00045701,           0.0096994,           0.0096994,           0.0096994
                 119,             0.02169,           0.0078605,           0.0011619,             0.89344,             0.82114,             0.86985,             0.55507,            0.015651,           0.0047245,          0.00092438,           0.0096943,           0.0096943,           0.0096943
                 120,            0.022071,           0.0074748,          0.00070814,             0.94212,             0.82737,             0.87472,             0.56179,            0.015674,           0.0047523,           0.0010625,           0.0096892,           0.0096892,           0.0096892
                 121,            0.021931,           0.0075474,          0.00073394,             0.92292,             0.81401,             0.86737,             0.56089,            0.015539,           0.0050369,          0.00087281,            0.009684,            0.009684,            0.009684
                 122,            0.022394,           0.0079251,           0.0014019,              0.8884,             0.83347,             0.89033,             0.56344,            0.015533,           0.0045695,          0.00059995,           0.0096788,           0.0096788,           0.0096788
                 123,            0.022592,            0.007991,          0.00096172,             0.82497,             0.81416,             0.83216,             0.52566,            0.015953,           0.0050635,          0.00093051,           0.0096735,           0.0096735,           0.0096735
                 124,            0.021777,           0.0078427,          0.00099377,             0.94888,              0.7858,             0.83328,              0.5231,            0.016166,           0.0050703,           0.0028954,           0.0096682,           0.0096682,           0.0096682
                 125,             0.02176,           0.0077692,          0.00074637,             0.89998,              0.7933,              0.8549,             0.53644,            0.015509,            0.005083,            0.001144,           0.0096628,           0.0096628,           0.0096628
                 126,            0.022576,            0.007696,          0.00075793,             0.91429,             0.78386,             0.84202,             0.55644,            0.015463,           0.0048395,            0.001308,           0.0096575,           0.0096575,           0.0096575
                 127,            0.021806,           0.0078087,           0.0013213,             0.88556,             0.80923,             0.83223,             0.52512,            0.015666,           0.0050921,           0.0024395,            0.009652,            0.009652,            0.009652
                 128,            0.022554,           0.0080429,           0.0014742,             0.87321,             0.82228,             0.84654,             0.55625,            0.015844,           0.0050379,           0.0027567,           0.0096466,           0.0096466,           0.0096466
                 129,             0.02252,           0.0080881,           0.0016981,             0.91015,             0.81375,             0.86082,             0.50932,            0.017008,           0.0049238,           0.0013126,            0.009641,            0.009641,            0.009641
                 130,            0.022563,           0.0079811,           0.0012409,             0.90034,             0.81262,             0.87134,             0.53042,            0.016331,           0.0048263,           0.0011734,           0.0096355,           0.0096355,           0.0096355
                 131,            0.022584,            0.007824,          0.00067553,              0.8896,             0.83957,             0.86645,             0.54798,            0.016212,           0.0049243,           0.0022963,           0.0096299,           0.0096299,           0.0096299
                 132,            0.021709,           0.0078556,          0.00095363,             0.95316,             0.81832,             0.89776,             0.55949,            0.016324,            0.004561,           0.0008222,           0.0096243,           0.0096243,           0.0096243
                 133,            0.021951,           0.0076261,          0.00083974,             0.92873,             0.81006,             0.87299,             0.55804,            0.015541,           0.0047477,          0.00061487,           0.0096186,           0.0096186,           0.0096186
                 134,            0.021765,           0.0076156,          0.00058064,             0.95266,             0.83327,             0.90504,              0.5773,            0.015813,           0.0044586,           0.0011939,           0.0096129,           0.0096129,           0.0096129
                 135,            0.021437,           0.0075575,          0.00077613,             0.88897,             0.82893,             0.87722,             0.56904,            0.015396,            0.004737,          0.00064426,           0.0096071,           0.0096071,           0.0096071
                 136,            0.021183,           0.0074169,          0.00076847,              0.9552,             0.79746,             0.89441,             0.55546,             0.01575,           0.0048275,          0.00064978,           0.0096013,           0.0096013,           0.0096013
                 137,            0.020773,           0.0074232,           0.0009727,             0.90629,             0.84707,             0.89203,             0.56309,            0.015216,           0.0047058,          0.00072725,           0.0095955,           0.0095955,           0.0095955
                 138,            0.021537,           0.0074177,          0.00071801,             0.89726,             0.79403,             0.85319,             0.54643,            0.015837,           0.0050651,          0.00071186,           0.0095896,           0.0095896,           0.0095896
                 139,            0.020658,           0.0074156,          0.00052276,             0.87204,             0.79657,             0.85458,             0.54757,            0.015731,           0.0050251,          0.00083453,           0.0095837,           0.0095837,           0.0095837
                 140,            0.020443,           0.0075226,           0.0006213,             0.85841,             0.86997,             0.88257,             0.55915,            0.015955,           0.0046461,          0.00096792,           0.0095777,           0.0095777,           0.0095777
                 141,            0.021074,           0.0072113,          0.00074625,             0.91546,             0.84473,             0.89269,             0.57849,            0.015236,           0.0045572,          0.00079382,           0.0095717,           0.0095717,           0.0095717
                 142,            0.020583,           0.0071312,          0.00051438,             0.88197,             0.84118,              0.8845,             0.56547,            0.015708,           0.0046213,           0.0014502,           0.0095657,           0.0095657,           0.0095657
                 143,            0.020716,           0.0073582,          0.00071919,             0.90705,             0.83889,             0.88476,             0.57503,            0.015435,           0.0047428,           0.0005915,           0.0095596,           0.0095596,           0.0095596
                 144,            0.020986,           0.0072202,          0.00058856,             0.92295,             0.80745,             0.88889,             0.56944,            0.015686,           0.0046396,          0.00065358,           0.0095535,           0.0095535,           0.0095535
                 145,            0.020798,           0.0072237,           0.0010156,             0.96578,              0.8411,               0.897,             0.58205,            0.015307,           0.0043653,           0.0010125,           0.0095473,           0.0095473,           0.0095473
                 146,            0.020612,           0.0072554,           0.0008436,             0.94334,             0.85796,             0.88694,             0.57953,             0.01489,           0.0045579,          0.00097892,           0.0095411,           0.0095411,           0.0095411
                 147,            0.021002,            0.007299,          0.00088944,             0.94152,             0.85354,             0.90423,             0.57877,            0.015106,           0.0046609,          0.00081706,           0.0095349,           0.0095349,           0.0095349
                 148,             0.02055,           0.0072764,          0.00057831,             0.87675,             0.88039,             0.90087,             0.58003,             0.01559,           0.0043141,           0.0011771,           0.0095286,           0.0095286,           0.0095286
                 149,             0.02045,           0.0070651,          0.00055667,             0.94879,              0.8466,             0.90353,             0.58003,            0.015321,            0.004696,          0.00087327,           0.0095223,           0.0095223,           0.0095223
                 150,            0.020265,           0.0069413,          0.00070487,             0.89931,             0.83886,             0.89411,             0.57889,            0.015507,           0.0043883,            0.001326,           0.0095159,           0.0095159,           0.0095159
                 151,            0.020558,           0.0073635,          0.00074617,              0.9019,             0.86056,             0.87675,             0.58723,            0.015044,           0.0046744,           0.0013088,           0.0095095,           0.0095095,           0.0095095
                 152,            0.020065,           0.0071419,          0.00073503,             0.90844,              0.8412,              0.8893,             0.58997,            0.014808,           0.0045673,           0.0010191,           0.0095031,           0.0095031,           0.0095031
                 153,            0.020651,           0.0068636,          0.00062637,             0.88154,               0.839,             0.88337,              0.5846,            0.015112,           0.0047393,           0.0014462,           0.0094966,           0.0094966,           0.0094966
                 154,            0.020285,           0.0072586,          0.00064648,             0.91758,             0.88285,             0.88096,             0.56056,            0.015717,           0.0046197,          0.00097805,           0.0094901,           0.0094901,           0.0094901
                 155,             0.02011,            0.007102,          0.00078995,             0.94072,             0.80925,             0.88943,             0.57055,            0.015659,           0.0045691,          0.00094218,           0.0094835,           0.0094835,           0.0094835
